SCENARIO_CODE,FEATURE_URL,FEATURE FILE,SCENARIO_TITLE,SCENARIO,POINTS,Capitalize Gherkin keywords,Limit the number of steps per scenario to a maximum of ten,Line length: Limit the number of characters in each step,Number of syllables per word,Use proper spelling,Use proper grammar,Capitalize the first letter of the first word in a scenario title,Do not use punctuation at the end of step phrases,Use single spaces between words,Indent the content beneath every section header,Do not separate steps within a scenario by blank lines,Use of non-technical language,Do not capitalize words in the step phrases unless they are proper nouns,Follow steps order (Given-When-Then),Separate one scenario from another scenario by one blank line,Space table delimiter pipes (“|”) evenly,"Write all tag names in lowercase, and use hyphens to separate words",Limit the length of tag names to one-third of a scenario title,Use tabular presentation for complex information,Do not use legal jargon,Avoid repetition of steps,Provide a title for each scenario
P02_F09_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,create a student to database,"Scenario: create a student to database
  Given I am invited and on the signup page
  And  I fill in ""First name"" with ""Sangyoon""
  And  I fill in ""Last name"" with ""Park""
  And  I fill in ""Street address"" with ""346 soda UC Berkeley""
  And  I fill in ""City"" with ""Berkeley""
  And  I fill in ""State"" with ""CA""
  And  I fill in ""Zipcode"" with ""94000""
  And  I fill in ""Phone number"" with ""123-456-7890""
  And  I fill in ""Password"" with ""1234""
  And  I fill in ""Password confirmation"" with ""1234""
  And  I press ""Register""
  Then I should be located at ""/users/1""
  And I should see ""myemail@nowhere.com""",4.77,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,I can't log in if I'm not registered,"Scenario: I can't log in if I'm not registered
  Given I am signed up as a student advisor
  Given I am on the login page
  And I fill in ""Email"" with ""wrong_email@email.com""
  And I fill in ""Password"" with ""1234""
  And I press ""Login""
  Then I should be located at ""/user_sessions""
  And I should see ""Email is not valid""",5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,edit mentor teacher's profile,"Scenario: edit mentor teacher's profile
  Given I am signed up as a student advisor
  Given I am on the login page
  And I fill in ""Email"" with ""myemail@nowhere.com""
  And I fill in ""Password"" with ""1234""
  And I press ""Login""
  Then I should be located at ""/settings""
  When  I follow ""Edit Profile""
  Then I should be located at ""/users/1/edit""
  And the ""user_first_name"" field should contain ""Sangyoon""
  And the ""user_last_name"" field should contain ""Park""
  And the ""user_street_address"" field should contain ""346 soda UC Berkeley""
  And the ""user_city"" field should contain ""Berkeley""
  And the ""user_state"" field should contain ""CA""
  And the ""user_zipcode"" field should contain ""94000""
  And the ""user_phone_number"" field should contain ""123-456-7890""
  And the ""user_email"" field should contain ""myemail@nowhere.com""
  And the ""user_password"" field should not contain ""1234""
  Then I fill in ""user_first_name"" with ""Edited User""
  And I fill in ""user_street_address"" with ""people's park""
  And I fill in ""user_phone_number"" with ""111-111-1111""
  And I fill in ""user_email"" with ""changed@email.com""
  And I press ""Update""
  Then I should be located at ""/users/1""
  Then I follow ""Edit Profile""
  Then I should be located at ""/users/1/edit""
  And the ""user_first_name"" field should contain ""Edited User""
  And the ""user_street_address"" field should contain ""people's park""
  And the ""user_phone_number"" field should contain ""111-111-1111""
  And the ""user_email"" field should contain ""changed@email.com""
  And the ""user_password"" field should not contain ""1234""",4.5,5,3,3,3,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
P02_F09_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,can't register if I am not invited,"Scenario: can't register if I am not invited
  Given I am on the signup page
  And  I fill in ""First name"" with ""Sangyoon""
  And  I fill in ""Last name"" with ""Park""
  And  I fill in ""Street address"" with ""346 soda UC Berkeley""
  And  I fill in ""City"" with ""Berkeley""
  And  I fill in ""State"" with ""CA""
  And  I fill in ""Zipcode"" with ""94000""
  And  I fill in ""Phone number"" with ""123-456-7890""
  And  I fill in ""Password"" with ""1234""
  And  I fill in ""Password confirmation"" with ""1234""
  And  I press ""Register""
  Then I should be located at ""/users""
  And  I should see ""There was a problem creating you""",4.77,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,can't register password and confirmation do not match,"Scenario: can't register password and confirmation do not match
  Given I am invited and on the signup page
  And  I fill in ""First name"" with ""Sangyoon""
  And  I fill in ""Last name"" with ""Park""
  And  I fill in ""Street address"" with ""346 soda UC Berkeley""
  And  I fill in ""City"" with ""Berkeley""
  And  I fill in ""State"" with ""CA""
  And  I fill in ""Zipcode"" with ""94000""
  And  I fill in ""Phone number"" with ""123-456-7890""
  And  I fill in ""Password"" with ""123""
  And  I fill in ""Password confirmation"" with ""111""
  And  I press ""Register""
  Then I should be located at ""/users""
  And  I should see ""Password doesn't match confirmation""",4.77,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,Log out of the web application,"Scenario: Log out of the web application
  Given I am signed up as a student advisor
  Given I am on the login page
  And I fill in ""Email"" with ""myemail@nowhere.com""
  And I fill in ""Password"" with ""1234""
  And I press ""Login""
  Then I should be located at ""/settings""
  And I should see ""myemail@nowhere.com""
  And I follow ""Logout""
  Then I should be located at ""/""",4.91,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,I can't signup/login when i'm logged in,"Scenario: I can't signup/login when i'm logged in
  Given I am signed up as a student advisor
  Given I am on the login page
  And I fill in ""Email"" with ""myemail@nowhere.com""
  And I fill in ""Password"" with ""1234""
  And I press ""Login""
  Then I should be located at ""/settings""
  And I am on the signup page
  Then I should see ""You must be logged out to access this page""
  And I am on the login page
  Then I should see ""You must be logged out to access this page""",4.95,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F09_SC_08,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,registration_login.feature,I can't logout when i'm not logged in,"Scenario: I can't logout when i'm not logged in
  Given I am on the logout page
  Then I should see ""You must be logged in to access this page""",4.91,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,view list of students with their information,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
		Scenario: view list of students with their information
		  When I go to /user
		  And I follow ""Students""
		  Then I should be located at ""/students""
		  Then I should see ""Andrew""
		  Then I should see ""Mains""
		  Then I should see ""andrew@berkeley.edu""
		  Then I should see ""Orion""
          Then I should see ""Allen""
		  Then I should see ""orion@berkeley.edu""",4.5,5,4,3,3,5,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,view list of mentor teachers with their information,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
		Scenario: view list of mentor teachers with their information
		  When I go to /user
		  And I follow ""Teachers""
		  Then I should be located at ""/mentor_teachers""
		  Then I should see ""Alex""
		  Then I should see ""Tom""
		  Then I should see ""alex@berkeley.edu""
		  Then I should see ""Tony""
                  Then I should see ""Adam""
		  Then I should see ""tony@berkeley.edu""",4.5,5,4,3,3,5,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,sort students by last name,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
	    Scenario: sort students by last name
		  Given I am on the students page
		  When I follow """"Last Name""""
		  Then I should see """"Orion"""" before """"Andrew""""",4.59,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_04,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,sort students by first name,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com		
		Scenario: sort students by first name
		  Given I am on the students page
		  When I follow """"First Name""""
		  Then I should see """"Andrew"""" before """"Orion""""",4.5,5,5,2,2,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_05,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,sort students by course,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
	    Scenario: sort students by course
		  Given I am on the mentor_teachers page
		  When I follow ""Last Name""
		  Then I should see ""Tony"" before ""Alex""",4.59,5,5,3,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_06,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,sort teachers by last name,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
		Scenario: sort teachers by last name
		  Given I am on the mentor_teachers page
		  When I follow ""Last Name""
		  Then I should see ""Tony"" before ""Alex""",4.45,5,5,2,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F10_SC_07,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_advisors_can_review_schedule.feature,sort teachers by first name,"	Background:
		Given we are currently in a semester
		Given I have students and teachers in system
		Given I am logged in as myemail@nowhere.com
		Scenario: sort teachers by first name
		  Given I am on the mentor_teachers page
		  When I follow ""First Name""
		  Then I should see ""Alex"" before ""Tony""",4.45,5,5,2,2,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
P02_F11_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_jump_between_selection.feature,Jump between steps,"	Background: classes in timeslots
		Given the following semesters exist
			| id | name | year | status |
			| 1  | Fall | 2012 | Public |

		Given the following cal course exist
			| id | semester_id |
			| 1  | 1           |

		Given the following courses exist
			| id | name | grade |
			| 1  | MATH | 1     |

		Given the following users exist
			| id | first_name | last_name | email             | pass | type     | cal_courses |
			| 1  | Oski 	  | Bear      | oski@berkeley.edu | oski | Student  | 1           |

		Given the following timeslots exist:
			| start_time     | end_time     | day     | cal_course_id | course_id | 
			| 8:00		     | 9:00 		| monday  | 1             | 1         |
			| 9:00		     | 10:00 		| monday  | 1             | 1         |
			| 11:00		     | 12:00 		| tuesday | 1             | 1         |
			| 12:00		     | 13:00 		| tuesday | 1             | 1         |

		Given I am logged in as oski@berkeley.edu
	Scenario: Jump between steps
		When I go to /students/1/semesters/1/courses/1/select_timeslots
		Then I should see ""Monday""
		Then I should see ""Tuesday""
		Then I should see ""Wednesday""
		Then I should see ""Thursday""
		Then I should see ""Friday""
		Then I should see ""Rank""
		Then I should see ""Summary""
		When I follow ""Monday""
		Then I should see ""Monday""
		Then I should see ""Tuesday""
		Then I should see ""Wednesday""
		Then I should see ""Thursday""
		Then I should see ""Friday""
		Then I should see ""Rank""
		Then I should see ""Summary""
		When I follow ""Friday""
		Then I should see ""Monday""
		Then I should see ""Tuesday""
		Then I should see ""Wednesday""
		Then I should see ""Thursday""
		Then I should see ""Friday""
		Then I should see ""Rank""
		Then I should see ""Summary""",4.45,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5
P02_F12_SC_01,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_rank_time_slots.feature,User can't submit invalid preferences,"	Scenario: User can't submit invalid preferences
		Given the following timeslots exist
			| start_time     | end_time     | day     | cal_course_id | course_id | 
			| 8:00		     | 9:00 		| monday  | 1             | 1         |
			| 9:00		     | 10:00 		| monday  | 1             | 1         |
			| 11:00		     | 12:00 		| tuesday | 1             | 1         |
			| 12:00		     | 13:00 		| tuesday | 1             | 1         |

		When I go to /students/1/semesters/1/courses/1/select_timeslots/friday
		And I press ""Save""
		When I go to /students/1/semesters/1/courses/1/select_timeslots/friday
		And I press ""Save & Continue""
		Then I should see ""You must select 3-5 timeslots.""
		When I go to /students/1/semesters/1/courses/1/select_timeslots/summary
		Then I should see ""You must select 3-5 timeslots.""
		When I go to /students/1/semesters/1/courses/1/select_timeslots/rank
		Then I should see ""You must select 3-5 timeslots.""",4.55,5,4,3,3,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5
P02_F12_SC_02,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_rank_time_slots.feature,User can submit timeslots if the number of timeslots available is less than the number of timeslots required but greater than zero,"	@javascript
	Scenario: User can submit timeslots if the number of timeslots available is less than the number of timeslots required but greater than zero
		Given the following timeslots exist
			| start_time     | end_time     | day     | cal_course_id | course_id | 
			| 8:00		     | 9:00 		| monday  | 1             | 1         |
		When I go to /students/1/semesters/1/courses/1/select_timeslots
		When I click element containing ""08:00 am to 09:00 am""
		Then I press ""Save & Continue""
		When I go to /students/1/semesters/1/courses/1/select_timeslots/rank
		Then I should not see ""You must select 3-5 timeslots.""",4.55,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
P02_F12_SC_03,https://github.com/mwendamseke/bdd_projects/tree/master/bsmi-master/features,student_rank_time_slots.feature,User can submit timeslots if the number of timeslots available is less than the number of timeslots required but greater than one,"	Scenario: User can submit timeslots if the number of timeslots available is less than the number of timeslots required but greater than one
		When I go to /students/1/semesters/1/courses/1/select_timeslots/rank
		Then I should not see ""You must select 3-5 timeslots.""",4.64,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
